ChemicalID_30,Chemical,Gene,Source
22,Xylene,BMP8B,CTD
22,Xylene,CACNG8,CTD
22,Xylene,CARMIL3,CTD
22,Xylene,CAT,CTD
22,Xylene,CCL2,CTD
22,Xylene,CCL3,CTD
22,Xylene,CDCP2,CTD
22,Xylene,CHRNA10,CTD
22,Xylene,CHRNA9,CTD
22,Xylene,CLCN4,CTD
22,Xylene,CLIP2,CTD
22,Xylene,CNTNAP3,CTD
22,Xylene,CXCL8,CTD
22,Xylene,CYP1A2,CTD
22,Xylene,CYP2A6,CTD
22,Xylene,CYP2E1,CTD
22,Xylene,DPT,CTD
22,Xylene,ENTPD1,CTD
22,Xylene,FEZ2,CTD
22,Xylene,FLVCR1,CTD
22,Xylene,FMR1,CTD
22,Xylene,GLS2,CTD
22,Xylene,H3C15,CTD
22,Xylene,HMOX1,CTD
22,Xylene,KLF4,CTD
22,Xylene,NAMPT,CTD
22,Xylene,NOTCH1,CTD
22,Xylene,OTX1,CTD
22,Xylene,PAPLN,CTD
22,Xylene,PMAIP1,CTD
22,Xylene,RAB11FIP1,CTD
22,Xylene,RP9P,CTD
22,Xylene,SULT4A1,CTD
22,Xylene,TNF,CTD
22,Xylene,TP73,CTD
22,Xylene,WASHC2C,CTD
22,Xylene,WNT7B,CTD
23,Phenanthrene,AHR,CTD
23,Phenanthrene,AHRR,CTD
23,Phenanthrene,AR,CTD
23,Phenanthrene,CAT,CTD
23,Phenanthrene,COMT,CTD
23,Phenanthrene,CXCL8,CTD
23,Phenanthrene,CYP1A1,CTD
23,Phenanthrene,CYP1A2,CTD
23,Phenanthrene,CYP1B1,CTD
23,Phenanthrene,CYP2A13,CTD
23,Phenanthrene,CYP2D6,CTD
23,Phenanthrene,CYP2E1,CTD
23,Phenanthrene,ESR1,CTD
23,Phenanthrene,ESR2,CTD
23,Phenanthrene,GSTM1,CTD
23,Phenanthrene,NR1I2,CTD
23,Phenanthrene,NR1I3,CTD
23,Phenanthrene,PARP1,CTD
23,Phenanthrene,PGR,CTD
23,Phenanthrene,TNF,CTD
24,Thiocyanate,SLC5A5,CTD
26,Manganese,ABCB1,CTD
26,Manganese,ACO1,CTD
26,Manganese,ACO2,CTD
26,Manganese,AKT1,CTD
26,Manganese,ARG1,CTD
26,Manganese,ATP7B,CTD
26,Manganese,BAX,CTD
26,Manganese,CASP3,CTD
26,Manganese,CASP9,CTD
26,Manganese,CREB1,CTD
26,Manganese,CYCS,CTD
26,Manganese,DJR-1.1,CTD
26,Manganese,EPO,CTD
26,Manganese,F2,CTD
26,Manganese,FOS,CTD
26,Manganese,GUCY1A1,CTD
26,Manganese,GUCY1B1,CTD
26,Manganese,HDAC1,CTD
26,Manganese,HDAC3,CTD
26,Manganese,HIF1A,CTD
26,Manganese,HSPA8,CTD
26,Manganese,IDH3A,CTD
26,Manganese,IDH3G,CTD
26,Manganese,IKBKB,CTD
26,Manganese,IL2,CTD
26,Manganese,INS,CTD
26,Manganese,INSR,CTD
26,Manganese,ITIH1,CTD
26,Manganese,ITIH2,CTD
26,Manganese,JUN,CTD
26,Manganese,LRRK2,CTD
26,Manganese,MAPK1,CTD
26,Manganese,MAPK14,CTD
26,Manganese,MAPK3,CTD
26,Manganese,MAPK8,CTD
26,Manganese,MAPK9,CTD
26,Manganese,MTOR,CTD
26,Manganese,NMT1,CTD
26,Manganese,NOS2,CTD
26,Manganese,NOS3,CTD
26,Manganese,NTF3,CTD
26,Manganese,NTRK3,CTD
26,Manganese,NUDT9,CTD
26,Manganese,PARP1,CTD
26,Manganese,PDR-1,CTD
26,Manganese,PRKCD,CTD
26,Manganese,PRL,CTD
26,Manganese,PRLR,CTD
26,Manganese,RELA,CTD
26,Manganese,SERPINE1,CTD
26,Manganese,SLC11A2,CTD
26,Manganese,SLC1A2,CTD
26,Manganese,SLC30A10,CTD
26,Manganese,SLC40A1,CTD
26,Manganese,SNCA,CTD
26,Manganese,SOD2,CTD
26,Manganese,SRC,CTD
26,Manganese,SULT1A3,CTD
26,Manganese,TAB1,CTD
26,Manganese,TF,CTD
26,Manganese,TNF,CTD
26,Manganese,TNFAIP6,CTD
26,Manganese,YY1,CTD
27,2-Aminonaphthalene,CYP1A1,CTD
27,2-Aminonaphthalene,CYP1A2,CTD
27,2-Aminonaphthalene,CYP2S1,CTD
27,2-Aminonaphthalene,ENPEP,CTD
27,2-Aminonaphthalene,HPRT1,CTD
27,2-Aminonaphthalene,LNPEP,CTD
27,2-Aminonaphthalene,MPO,CTD
27,2-Aminonaphthalene,NAT1,CTD
27,2-Aminonaphthalene,NAT2,CTD
27,2-Aminonaphthalene,NPY5R,CTD
27,2-Aminonaphthalene,RNPEP,CTD
27,2-Aminonaphthalene,SULT1A1,CTD
27,2-Aminonaphthalene,SULT1A2,CTD
27,2-Aminonaphthalene,SULT1A3,CTD
27,2-Aminonaphthalene,SULT1C2,CTD
27,2-Aminonaphthalene,SULT4A1,CTD
29,Uranium,TF,CTD
