exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh,family,matrix,p_plot,minus_log10_p,direction,nominal,fdr_significant,positive_nominal,display_label
X1_PY_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2203,498,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9422619028901045,0.7580716372520195,1.1712052661098493,0.10650164447131438,30,0.5807059524556302,0.7549093232086777,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.5807059524556302,0.23604372226117434,-,FALSE,FALSE,FALSE,1_PY_ln_U
MCOCH_binary_U,Phthalates_urine.rds,DM,Diabetes,binary_above_detection_threshold,1021,282,739,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8664385946849471,0.5029706942034055,1.492563775606438,0.2551593752155566,15,0.5825097213280997,0.7549093232086777,Phthalates,urine,0.5825097213280997,0.2346968224325509,-,FALSE,FALSE,FALSE,MCOCH_binary_U
Benzene_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3049,729,2320,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9155883660193557,0.6595915041672493,1.2709412578750099,0.16057905019605104,30,0.5869400925498824,0.7549093232086777,Volatile Organic Compounds (VOC),serum,0.5869400925498824,0.23140622379963222,-,FALSE,FALSE,FALSE,Benzene_binary_S
X1_PH_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2204,499,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.063839629967214,0.84407317464857,1.3408254074180062,0.11330552074690824,30,0.588984703259079,0.7549093232086777,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.588984703259079,0.2298959842900461,+,FALSE,FALSE,FALSE,1_PH_ln_U
TBPPP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,891,248,643,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8402759130383,0.4252428464764124,1.6603773958405976,0.3195336704148603,15,0.594018676802571,0.7549093232086777,Brominated Flame Retardants,urine,0.594018676802571,0.2261998999602535,-,FALSE,FALSE,FALSE,TBPPP_binary_U
IHg_binary_S,HM_serum.rds,DM,Diabetes,binary_above_detection_threshold,3221,770,2451,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9174048395117854,0.6615849089644571,1.272144554924938,0.1600719447823913,30,0.5941727012613349,0.7549093232086777,Heavy Metals,serum,0.5941727012613349,0.22608730534943758,-,FALSE,FALSE,FALSE,IHg_binary_S
MeFOSAA_binary_S,PFC_serum.rds,DM,Diabetes,binary_above_detection_threshold,2043,547,1496,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9095110369320485,0.6343535736004259,1.3040209131418294,0.17642143969713678,30,0.5948036614276777,0.7549093232086777,Polyfluoroalkyl Substances (PFAS),serum,0.5948036614276777,0.2256263667591249,-,FALSE,FALSE,FALSE,MeFOSAA_binary_S
MEOHP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9513833684685267,0.786285247782345,1.1511475210190811,0.0933261695255694,30,0.5972620016223545,0.7549093232086777,Phthalates,urine,0.5972620016223545,0.22383511460279157,-,FALSE,FALSE,FALSE,MEOHP_ln_U
IPPPP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,890,248,642,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8550042373608577,0.45509831523285116,1.6063171878168547,0.29585169077603424,15,0.6042182237265314,0.7549093232086777,Brominated Flame Retardants,urine,0.6042182237265314,0.21880618018071635,-,FALSE,FALSE,FALSE,IPPPP_binary_U
BuP_binary_U,PCCP_urine.rds,DM,Diabetes,binary_above_detection_threshold,2116,558,1558,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9060487334960694,0.6164123717391882,1.3317777921192906,0.18860212256942396,30,0.6047310956601504,0.7549093232086777,Personal Care Products,urine,0.6047310956601504,0.21843769911954364,-,FALSE,FALSE,FALSE,BuP_binary_U
PPDA_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,928,231,697,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1372751716720417,0.6738988095930201,1.919271554853728,0.24551860286643185,15,0.6079806629868545,0.7549093232086777,Aromatic Amines,urine,0.6079806629868545,0.21611023337801177,+,FALSE,FALSE,FALSE,PPDA_binary_U
MCOP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9677913590673126,0.8480971465705349,1.104378335044261,0.06464433118041374,30,0.6162467622981884,0.7562544161407291,Phthalates,urine,0.6162467622981884,0.210245349450575,-,FALSE,FALSE,FALSE,MCOP_ln_U
IPM1_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,1039,261,778,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0885462984316865,0.7622189436337405,1.5545835664754972,0.16719352923542752,15,0.6192150252964359,0.7562544161407291,Volatile Organic Compounds (VOC),urine,0.6192150252964359,0.20815851401095073,+,FALSE,FALSE,FALSE,IPM1_Cys_ln_U
BDCPP_ln_U,BFR_urine.rds,DM,Diabetes,natural_log_transformed,1919,475,1444,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0285131087057455,0.9081949528393564,1.1647710785799419,0.06091762769582487,30,0.6477608063224534,0.7824804306958362,Brominated Flame Retardants,urine,0.6477608063224534,0.18858533312860734,+,FALSE,FALSE,FALSE,BDCPP_ln_U
Tl_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0653556968647042,0.8001334913223811,1.4184917556272925,0.14017984293158986,30,0.6547873217077536,0.7824804306958362,Heavy Metals,urine,0.6547873217077536,0.18389973818750635,+,FALSE,FALSE,FALSE,Tl_ln_U
TTCA_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,1160,237,923,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0962209439636343,0.7120595984908417,1.687640136487785,0.2024267595933904,15,0.6564433143421444,0.7824804306958362,Volatile Organic Compounds (VOC),urine,0.6564433143421444,0.18280277045996446,+,FALSE,FALSE,FALSE,TTCA_binary_U
X1_NP_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2136,477,1659,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9672219820362181,0.8254439101634616,1.1333518256241188,0.07761291178395809,30,0.6706979581690229,0.7931269505332096,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.6706979581690229,0.1734730157963339,-,FALSE,FALSE,FALSE,1_NP_ln_U
DEA_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2157,527,1630,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.018159134468658,0.9313798214818522,1.113023923422165,0.043620203425415775,30,0.6828580040945085,0.7981818353544511,Pesticides,urine,0.6828580040945085,0.1656695956588749,+,FALSE,FALSE,FALSE,DEA_ln_U
BCETP_ln_U,BFR_urine.rds,DM,Diabetes,natural_log_transformed,1925,479,1446,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.973318725514901,0.8502782362393011,1.1141639301835904,0.06617528692534581,30,0.6856864088950989,0.7981818353544511,Brominated Flame Retardants,urine,0.6856864088950989,0.1638744586728179,-,FALSE,FALSE,FALSE,BCETP_ln_U
GAM_Cys_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2198,496,1702,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0675855804849128,0.7609846887704558,1.49771603618046,0.16576714440781304,30,0.6959827759352847,0.8038870822818405,Volatile Organic Compounds (VOC),urine,0.6959827759352847,0.1574015081032624,+,FALSE,FALSE,FALSE,GAM_Cys_binary_U
AsB_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2210,500,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0542106257158324,0.7856438613653437,1.4145850276749723,0.14397880934847498,30,0.7164410384235842,0.8211516517316465,Heavy Metals,urine,0.7164410384235842,0.14481954530981997,+,FALSE,FALSE,FALSE,AsB_binary_U
o_TLD_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1066,213,853,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9531322849141458,0.6961248468389849,1.3050261841261204,0.14742299751799287,15,0.749221451349533,0.852167910313591,Aromatic Amines,urine,0.749221451349533,0.12538979660731578,-,FALSE,FALSE,FALSE,o_TLD_ln_U
Mn_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2209,499,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.04289722448598,0.7930684727788755,1.3714258707442233,0.13409001650271601,30,0.7562642506396525,0.8536619192826381,Heavy Metals,urine,0.7562642506396525,0.12132642864908996,+,FALSE,FALSE,FALSE,Mn_binary_U
X25_DCP_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9865102958337616,0.8970514238883978,1.0848904955387395,0.046546469683486746,30,0.7724599747725335,0.8653874905346428,Personal Care Products,urine,0.7724599747725335,0.11212401440897043,-,FALSE,FALSE,FALSE,25_DCP_ln_U
X3_FL_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2202,498,1704,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9692587595266674,0.7721344041695216,1.216708565045258,0.11133332367073881,30,0.7810556382169087,0.8684872395098463,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.7810556382169087,0.1073180282098553,-,FALSE,FALSE,FALSE,3_FL_ln_U
X23_OH_PH_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2204,499,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9684282785476823,0.7528588884016821,1.2457225984033846,0.12329237175587968,30,0.7964860114453098,0.879084560780379,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.7964860114453098,0.09882184723944716,-,FALSE,FALSE,FALSE,23_OH_PH_ln_U
DHB_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2077,468,1609,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.963815139470238,0.68596976919954,1.3541990693788393,0.1665135093041089,30,0.8263289389271414,0.9053162639716477,Volatile Organic Compounds (VOC),urine,0.8263289389271414,0.08284703751791803,-,FALSE,FALSE,FALSE,DHB_Cys_ln_U
X2_FL_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2203,498,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.974796994433458,0.7491157021151053,1.2684678450519198,0.1289425368431087,30,0.8444082092747336,0.9177029146984788,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.8444082092747336,0.07344755316472863,-,FALSE,FALSE,FALSE,2_FL_ln_U
PFHpA_binary_S,PFC_serum.rds,DM,Diabetes,binary_above_detection_threshold,1058,270,788,15,2,2013-2014,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9210858835367988,0.37064645908022953,2.2889715632414074,0.4270824126843974,15,0.8499530350898663,0.9177029146984788,Polyfluoroalkyl Substances (PFAS),serum,0.8499530350898663,0.0706050709502013,-,FALSE,FALSE,FALSE,PFHpA_binary_S
Chloroform_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3046,723,2323,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0257380170205304,0.7585776280192941,1.386988543688569,0.14773861855794518,30,0.8645855738502208,0.9205579411413263,Volatile Organic Compounds (VOC),serum,0.8645855738502208,0.06319201521633107,+,FALSE,FALSE,FALSE,Chloroform_binary_S
MHNCH_binary_U,Phthalates_urine.rds,DM,Diabetes,binary_above_detection_threshold,2115,558,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.022915733911501,0.7810680439883024,1.339648455390367,0.13208331726467032,30,0.8649537701999039,0.9205579411413263,Phthalates,urine,0.8649537701999039,0.06300710396133119,+,FALSE,FALSE,FALSE,MHNCH_binary_U
MiBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9830671954346385,0.7910437994612489,1.2217036672279333,0.10641290105710911,30,0.8735738709953287,0.9231383459454183,Phthalates,urine,0.8735738709953287,0.05870036439695239,-,FALSE,FALSE,FALSE,MiBP_ln_U
BDCM_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3106,745,2361,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0157983815743774,0.7274624468801022,1.418418718979166,0.16347857298814114,30,0.9242508042870657,0.9698124636533295,Volatile Organic Compounds (VOC),serum,0.9242508042870657,0.034210162829746,+,FALSE,FALSE,FALSE,BDCM_binary_S
CYHA_Cys_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,1040,261,779,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9696740548976699,0.32307894183581215,2.910334444575254,0.5156412433543807,15,0.9531652172281619,0.9826135633811502,Volatile Organic Compounds (VOC),urine,0.9531652172281619,0.020831814249934848,-,FALSE,FALSE,FALSE,CYHA_Cys_binary_U
DBCM_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3130,747,2383,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0070959494649663,0.7644905942181399,1.3266902942946317,0.13495576836684467,30,0.9585619735462265,0.9826135633811502,Volatile Organic Compounds (VOC),serum,0.9585619735462265,0.018379803600653926,+,FALSE,FALSE,FALSE,DBCM_binary_S
CEMA_CEM_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2187,497,1690,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0056016346154601,0.7919762039223589,1.2768497873206575,0.11693343669205783,30,0.9622155184138281,0.9826135633811502,Volatile Organic Compounds (VOC),urine,0.9622155184138281,0.016727643164959498,+,FALSE,FALSE,FALSE,CEMA_CEM_ln_U
MMA_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2210,500,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9928506121557827,0.726883025877533,1.3561361360282949,0.15268023911453607,30,0.9628293976754895,0.9826135633811502,Heavy Metals,urine,0.9628293976754895,0.01645065805910224,-,FALSE,FALSE,FALSE,MMA_binary_U
PMA_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2162,490,1672,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9983049883694182,0.7553818531764618,1.3193497376358725,0.13653195054578113,30,0.9901685680420669,0.9985834796196225,Volatile Organic Compounds (VOC),urine,0.9901685680420669,0.0042908640503316565,-,FALSE,FALSE,FALSE,PMA_binary_U
Total_As_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2207,499,1708,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9996182749850915,0.8548545092563772,1.168896794559098,0.07660201789643972,30,0.9960562164943949,0.9985834796196225,Heavy Metals,urine,0.9960562164943949,0.0017161497044856232,-,FALSE,FALSE,FALSE,Total_As_ln_U
CMAC_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2175,488,1687,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9998461707461721,0.8389058059242432,1.1916622320361674,0.08593515847895272,30,0.9985834796196225,0.9985834796196225,Volatile Organic Compounds (VOC),urine,0.9985834796196225,6.15623109053589e-4,-,FALSE,FALSE,FALSE,CMAC_ln_U
Se_ln_S,HM_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,3258,2169,1089,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,10.946358561943164,3.8880322632271453,30.818356858790857,0.506839164197559,30,5.1104857302805966e-5,0.007614623738118089,Heavy Metals,serum,5.1104857302805966e-5,4.2915378200305945,+,TRUE,TRUE,TRUE,Se_ln_S
X24D_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2203,1448,755,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.765763271076626,0.6495072419655777,0.9028280971208195,0.08062542770200963,30,0.0024340594764693424,0.1332316729289033,Pesticides,urine,0.0024340594764693424,2.6136688139503033,-,TRUE,FALSE,FALSE,24D_ln_U
Cd_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.3075790841740098,1.1008101916848723,1.5531860753872764,0.08428403028982898,30,0.003393707291378602,0.1332316729289033,Heavy Metals,urine,0.003393707291378602,2.469325618477115,+,TRUE,FALSE,TRUE,Cd_ln_U
MeP_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.906615007988508,0.8494561713512898,0.9676199908024302,0.031886806287158745,30,0.00446436903736784,0.1332316729289033,Personal Care Products,urine,0.00446436903736784,2.3502399125767357,-,TRUE,FALSE,FALSE,MeP_ln_U
X24_DCP_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8634514350567812,0.7832058592955121,0.9519187986824182,0.047761541961868985,30,0.004470861507681319,0.1332316729289033,Personal Care Products,urine,0.004470861507681319,2.349608782912408,-,TRUE,FALSE,FALSE,24_DCP_ln_U
X34_MHA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2218,1436,782,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1853047903936367,1.0550956847248967,1.3315829705970468,0.056979904420762346,30,0.005618028068463828,0.13951436370018505,Volatile Organic Compounds (VOC),urine,0.005618028068463828,2.250416095332286,+,TRUE,FALSE,TRUE,34_MHA_ln_U
W_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2232,1447,785,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8214274169784391,0.7089854074284213,0.9517022413920305,0.07208080119248751,30,0.0105206827978756,0.2239402481262092,Heavy Metals,urine,0.0105206827978756,1.977956073326123,-,TRUE,FALSE,FALSE,W_ln_U
TCPY_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2183,1431,752,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8475026674003994,0.7438849222551904,0.9655536088475682,0.0638541825018519,30,0.014627377668883777,0.27243490908296036,Pesticides,urine,0.014627377668883777,1.8348335252767825,-,TRUE,FALSE,FALSE,TCPY_ln_U
X2_NP_ln_U,PAH_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2194,1416,778,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.199712014853931,1.0156386989225632,1.4171465897388165,0.081558102221751555,30,0.033193327813918636,0.5241795342244819,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.033193327813918636,1.4789492049950705,+,TRUE,FALSE,TRUE,2_NP_ln_U
IHg_binary_S,HM_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3254,2169,1085,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.310374332636757,1.0174264367430568,1.6876708031392167,0.12389948659307805,30,0.03709876873684525,0.5241795342244819,Heavy Metals,serum,0.03709876873684525,1.4306405038530758,+,TRUE,FALSE,TRUE,IHg_binary_S
BDCPP_ln_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1936,1287,649,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8667334047974509,0.7572133431079299,0.992093974346019,0.06614513977931932,30,0.038697817962881215,0.5241795342244819,Brominated Flame Retardants,urine,0.038697817962881215,1.4123135226657595,-,TRUE,FALSE,FALSE,BDCPP_ln_U
HIBP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2044,1370,674,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8777315411747433,0.7643311011879713,1.0079567051184577,0.0677381271486039,30,0.0637216229495976,0.7278868628781575,Phthalates,urine,0.0637216229495976,1.1957131715231553,-,FALSE,FALSE,FALSE,HIBP_ln_U
X2_MHA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2094,1355,739,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.11652985168265,0.9916903316550842,1.257084868033249,0.05805783381982715,30,0.06728073228671783,0.7278868628781575,Volatile Organic Compounds (VOC),urine,0.06728073228671783,1.172109290302445,+,FALSE,FALSE,FALSE,2_MHA_ln_U
X3PBA_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2185,1433,752,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9240091132817854,0.8462543665878245,1.008908048380728,0.04304124556995704,30,0.07625304913506446,0.7278868628781575,Pesticides,urine,0.07625304913506446,1.117742785475513,-,FALSE,FALSE,FALSE,3PBA_ln_U
