Scenario,Category,CategoryID,GO,Description,LogP,Log(q-value),FDR,Count,HitListN,GeneRatio,Hits,SourceFile
Minus_Swiss,GO Biological Processes,19,GO:1903358,regulation of Golgi organization,-4.6,-3.3,0.036883167401240015,3,110,0.02727272727272727,MAPK1|MAP2K1|MAP2K2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0043122,regulation of canonical NF-kappaB signal transduction,-4.6,-3.3,0.036883167401240015,8,110,0.07272727272727272,CASP8|CAV1|ESR1|GJA1|TNFAIP3|VEGFA|SQSTM1|TBK1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0061564,axon development,-4.6,-3.3,0.036883167401240015,8,110,0.07272727272727272,ACTB|APP|CSF1R|EDN1|MAPT|NOTCH1|PTK2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0003229,ventricular cardiac muscle tissue development,-4.6,-3.3,0.036883167401240015,4,110,0.03636363636363636,ENG|SMAD4|NOTCH1|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0071396,cellular response to lipid,-4.6,-3.3,0.036883167401240015,10,110,0.09090909090909091,CPS1|EDN1|ESR1|NR3C1|IL6|IL10|IRS1|SERPINE1|TNFAIP3|NCF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0031669,cellular response to nutrient levels,-4.6,-3.3,0.036883167401240015,7,110,0.06363636363636363,CAV1|MTOR|HNRNPA1|MAPK1|TSC1|TSC2|EIF2AK3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa05171,Coronavirus disease,-4.6,-3.3,0.036883167401240015,7,110,0.06363636363636363,ADAR|ACE|IL6|PIK3CA|PIK3R2|MAPK1|TBK1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050768,negative regulation of neurogenesis,-4.6,-3.2,0.04076220397836621,5,110,0.045454545454545456,CTNNB1|DRD3|IDH2|IL6|NOTCH1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0035924,cellular response to vascular endothelial growth factor stimulus,-4.6,-3.2,0.04076220397836621,4,110,0.03636363636363636,KDR|NOTCH1|PIK3CA|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0003281,ventricular septum development,-4.6,-3.2,0.04076220397836621,4,110,0.03636363636363636,SMAD4|NOTCH1|TGFBR1|MATR3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0070328,triglyceride homeostasis,-4.6,-3.2,0.04076220397836621,4,110,0.03636363636363636,APOA1|APOE|FBN1|MAP2K1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0031346,positive regulation of cell projection organization,-4.6,-3.2,0.04076220397836621,8,110,0.07272727272727272,APOE|GRN|HRAS|MAPT|PIK3CA|VEGFA|ADNP|KIDINS220,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0043409,negative regulation of MAPK cascade,-4.6,-3.2,0.04076220397836621,6,110,0.05454545454545454,APOE|CAV1|SMAD4|PIK3R2|PPARG|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0110020,regulation of actomyosin structure organization,-4.5,-3.2,0.04076220397836621,5,110,0.045454545454545456,APOA1|EDN1|SMAD4|TGFBR1|TSC1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0043549,regulation of kinase activity,-4.5,-3.2,0.04076220397836621,7,110,0.06363636363636363,ADAR|CSF1R|FGFR1|MTOR|PIK3CA|MAP2K1|MAP2K2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0055090,acylglycerol homeostasis,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,APOA1|APOE|FBN1|MAP2K1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0043691,reverse cholesterol transport,-4.5,-3.2,0.04076220397836621,3,110,0.02727272727272727,APOA1|APOA2|APOE,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032966,negative regulation of collagen biosynthetic process,-4.5,-3.2,0.04076220397836621,3,110,0.02727272727272727,IL6|NOTCH1|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1901163,regulation of trophoblast cell migration,-4.5,-3.2,0.04076220397836621,3,110,0.02727272727272727,FBN2|GJA1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001938,positive regulation of endothelial cell proliferation,-4.5,-3.2,0.04076220397836621,5,110,0.045454545454545456,FGFR1|IL10|KDR|TGFBR1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0030178,negative regulation of Wnt signaling pathway,-4.5,-3.2,0.04076220397836621,6,110,0.05454545454545454,APOE|APP|CAV1|CTNNB1|SMAD4|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,EDN1|GJA1|IL10|MFN2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0090398,cellular senescence,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,HRAS|LMNA|MAP2K1|KAT6A,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0018108,peptidyl-tyrosine phosphorylation,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,CSF1R|EFEMP1|FGFR1|KDR,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048771,tissue remodeling,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,ACVR2B|CAV1|ACE|GJA1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1905330,regulation of morphogenesis of an epithelium,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,CTNNB1|CTNND1|GJA1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0034504,protein localization to nucleus,-4.5,-3.2,0.04076220397836621,6,110,0.05454545454545454,ADAR|LMNA|NOTCH1|TSC2|SQSTM1|IPO8,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050729,positive regulation of inflammatory response,-4.5,-3.2,0.04076220397836621,6,110,0.05454545454545454,APP|GRN|IL6|SERPINE1|MAPK1|PTGS2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0030278,regulation of ossification,-4.5,-3.2,0.04076220397836621,5,110,0.045454545454545456,ACVR2B|FBN2|NOTCH1|PTPN11|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1904892,regulation of receptor signaling pathway via STAT,-4.5,-3.2,0.04076220397836621,5,110,0.045454545454545456,CAV1|IL6|IL10|NOTCH1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0002027,regulation of heart rate,-4.5,-3.2,0.04076220397836621,5,110,0.045454545454545456,CAV1|ACE|EDN1|KCNQ1|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0046889,positive regulation of lipid biosynthetic process,-4.5,-3.2,0.04076220397836621,5,110,0.045454545454545456,APOE|EDN1|MTOR|MAPK1|PTGS2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,-4.5,-3.2,0.04076220397836621,5,110,0.045454545454545456,CTNNB1|IL10|NONO|MAP2K1|PTGS2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045778,positive regulation of ossification,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,ACVR2B|FBN2|PTPN11|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0071622,regulation of granulocyte chemotaxis,-4.5,-3.2,0.04076220397836621,4,110,0.03636363636363636,CSF1R|EDN1|MAPK1|PTK2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,-4.5,-3.1,0.0450492023935578,8,110,0.07272727272727272,ACTB|APP|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001654,eye development,-4.5,-3.1,0.0450492023935578,7,110,0.06363636363636363,ACVR2B|FBN1|FBN2|EFEMP1|SMARCA4|VEGFA|CHD7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010713,negative regulation of collagen metabolic process,-4.5,-3.1,0.0450492023935578,3,110,0.02727272727272727,IL6|NOTCH1|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0030224,monocyte differentiation,-4.5,-3.1,0.0450492023935578,3,110,0.02727272727272727,CSF1R|PPARG|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0018212,peptidyl-tyrosine modification,-4.4,-3.1,0.0450492023935578,4,110,0.03636363636363636,CSF1R|EFEMP1|FGFR1|KDR,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0071320,cellular response to cAMP,-4.4,-3.1,0.0450492023935578,4,110,0.03636363636363636,APP|CPS1|KCNQ1|PKD2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04979,Cholesterol metabolism,-4.4,-3.1,0.0450492023935578,4,110,0.03636363636363636,APOA1|APOA2|APOB|APOE,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0015909,long-chain fatty acid transport,-4.4,-3.1,0.0450492023935578,4,110,0.03636363636363636,APOE|ACE|DRD3|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048705,skeletal system morphogenesis,-4.4,-3.1,0.0450492023935578,5,110,0.045454545454545456,CTNNB1|FBN2|FGFR1|TGFBR1|ANKRD11,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0034764,positive regulation of transmembrane transport,-4.4,-3.1,0.0450492023935578,6,110,0.05454545454545454,CAV1|EDN1|IRS1|KCNQ1|PTPN11|CAPN10,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04020,Calcium signaling pathway,-4.4,-3.1,0.0450492023935578,7,110,0.06363636363636363,FGFR1|GNA11|GNAQ|KDR|MET|SLC8A1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0150063,visual system development,-4.4,-3.1,0.0450492023935578,7,110,0.06363636363636363,ACVR2B|FBN1|FBN2|EFEMP1|SMARCA4|VEGFA|CHD7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0051961,negative regulation of nervous system development,-4.4,-3.1,0.0450492023935578,5,110,0.045454545454545456,CTNNB1|DRD3|IDH2|IL6|NOTCH1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0060411,cardiac septum morphogenesis,-4.4,-3.1,0.0450492023935578,4,110,0.03636363636363636,ENG|SMAD4|NOTCH1|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001508,action potential,-4.4,-3.1,0.0450492023935578,5,110,0.045454545454545456,MTOR|GJA1|GNA11|KCNQ1|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0055080,monoatomic cation homeostasis,-4.4,-3.1,0.0450492023935578,9,110,0.08181818181818182,ACVR2B|APP|CAV1|DRD3|EDN1|GRN|KCNQ1|SMAD4|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0006338,chromatin remodeling,-4.4,-3.1,0.0450492023935578,11,110,0.1,ACTB|APP|CHD4|ESR1|GPX1|LMNA|SMARCA4|NSD2|KAT6A|CHD7|EHMT1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048511,rhythmic process,-4.4,-3.1,0.0450492023935578,6,110,0.05454545454545454,DRD3|MTTP|NONO|NOTCH1|NR0B2|ADNP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032331,negative regulation of chondrocyte differentiation,-4.4,-3.1,0.0450492023935578,3,110,0.02727272727272727,EFEMP1|PTPN11|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0051788,response to misfolded protein,-4.4,-3.1,0.0450492023935578,3,110,0.02727272727272727,CAV1|F12|VCP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010759,positive regulation of macrophage chemotaxis,-4.4,-3.1,0.0450492023935578,3,110,0.02727272727272727,CSF1R|MAPK1|PTK2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:2000641,regulation of early endosome to late endosome transport,-4.4,-3.1,0.0450492023935578,3,110,0.02727272727272727,MAPK1|MAP2K1|MAP2K2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,-4.4,-3.1,0.0450492023935578,6,110,0.05454545454545454,CTNNB1|IL6|MAPT|NOTCH1|VEGFA|ADNP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032204,regulation of telomere maintenance,-4.4,-3.1,0.0450492023935578,5,110,0.045454545454545456,CTNNB1|HNRNPA1|HNRNPA2B1|LMNA|MAPK1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0019217,regulation of fatty acid metabolic process,-4.4,-3.1,0.0450492023935578,5,110,0.045454545454545456,CAV1|EDN1|IRS1|PPARG|PTGS2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010811,positive regulation of cell-substrate adhesion,-4.4,-3.1,0.0450492023935578,5,110,0.045454545454545456,APOA1|KDR|PTK2|TSC1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,-4.3,-3.1,0.0450492023935578,8,110,0.07272727272727272,FBN1|FBN2|GUSB|IDH2|KCNQ1|SLC2A2|UGP2|B4GALT7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048880,sensory system development,-4.3,-3.1,0.0450492023935578,7,110,0.06363636363636363,ACVR2B|FBN1|FBN2|EFEMP1|SMARCA4|VEGFA|CHD7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048871,multicellular organismal-level homeostasis,-4.3,-3,0.049787068367863944,9,110,0.08181818181818182,ACTB|GJA1|IL6|KCNQ1|NOTCH1|TNFAIP3|VEGFA|SQSTM1|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0007411,axon guidance,-4.3,-3,0.049787068367863944,6,110,0.05454545454545454,APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0007422,peripheral nervous system development,-4.3,-3,0.049787068367863944,4,110,0.03636363636363636,HRAS|MAPK1|MAP2K1|RAF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050918,positive chemotaxis,-4.3,-3,0.049787068367863944,4,110,0.03636363636363636,APP|MET|TSC2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04659,Th17 cell differentiation,-4.3,-3,0.049787068367863944,5,110,0.045454545454545456,MTOR|IL6|SMAD4|MAPK1|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0097485,neuron projection guidance,-4.3,-3,0.049787068367863944,6,110,0.05454545454545454,APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0002263,cell activation involved in immune response,-4.3,-3,0.049787068367863944,6,110,0.05454545454545454,APP|MTOR|GNAQ|GRN|IL6|IL10,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0060976,coronary vasculature development,-4.3,-3,0.049787068367863944,3,110,0.02727272727272727,NOTCH1|TGFBR1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1902692,regulation of neuroblast proliferation,-4.3,-3,0.049787068367863944,3,110,0.02727272727272727,CTNNB1|NOTCH1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04350,TGF-beta signaling pathway,-4.3,-3,0.049787068367863944,5,110,0.045454545454545456,ACVR2B|FBN1|SMAD4|MAPK1|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04914,Progesterone-mediated oocyte maturation,-4.3,-3,0.049787068367863944,5,110,0.045454545454545456,PIK3CA|PIK3R2|MAPK1|MAP2K1|RAF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032355,response to estradiol,-4.3,-3,0.049787068367863944,5,110,0.045454545454545456,CASP8|CTNNB1|ESR1|GPX1|IL10,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0070661,leukocyte proliferation,-4.3,-3,0.049787068367863944,4,110,0.03636363636363636,CSF1R|ACE|GJA1|IL10,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045087,innate immune response,-4.3,-3,0.049787068367863944,10,110,0.09090909090909091,ADAR|APP|CSF1R|EDN1|F12|CFH|PPARG|RAF1|TBK1|NCF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,-4.3,-3,0.049787068367863944,10,110,0.09090909090909091,APOE|APP|CAV1|GRN|HRAS|MAPT|PIK3CA|VEGFA|ADNP|KIDINS220,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0009895,negative regulation of catabolic process,-4.3,-3,0.049787068367863944,8,110,0.07272727272727272,APOA2|MTOR|IL10|SMAD4|MET|PIK3CA|TSC1|TSC2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010874,regulation of cholesterol efflux,-4.3,-3,0.049787068367863944,4,110,0.03636363636363636,APOA1|APOE|CAV1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001954,positive regulation of cell-matrix adhesion,-4.3,-3,0.049787068367863944,4,110,0.03636363636363636,KDR|PTK2|TSC1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010821,regulation of mitochondrion organization,-4.3,-3,0.049787068367863944,5,110,0.045454545454545456,GPX1|KDR|MAPT|PPARG|SQSTM1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032651,regulation of interleukin-1 beta production,-4.3,-3,0.049787068367863944,5,110,0.045454545454545456,APOA1|APP|CASP8|IL6|TNFAIP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0034375,high-density lipoprotein particle remodeling,-4.2,-3,0.049787068367863944,3,110,0.02727272727272727,APOA1|APOA2|APOE,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0014002,astrocyte development,-4.2,-3,0.049787068367863944,3,110,0.02727272727272727,APP|GRN|MAPT,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0034104,negative regulation of tissue remodeling,-4.2,-3,0.049787068367863944,3,110,0.02727272727272727,IL6|PPARG|TNFAIP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0070542,response to fatty acid,-4.2,-3,0.049787068367863944,4,110,0.03636363636363636,CPS1|EDN1|IRS1|PIK3CA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0042093,T-helper cell differentiation,-4.2,-3,0.049787068367863944,4,110,0.03636363636363636,MTOR|IL6|IL10|TBK1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0003208,cardiac ventricle morphogenesis,-4.2,-3,0.049787068367863944,4,110,0.03636363636363636,ENG|SMAD4|NOTCH1|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,-4.2,-2.9,0.05502322005640723,6,110,0.05454545454545454,CASP8|IL6|MAPK1|TNFAIP3|MFN2|TBK1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04923,Regulation of lipolysis in adipocytes,-4.2,-2.9,0.05502322005640723,4,110,0.03636363636363636,IRS1|PIK3CA|PIK3R2|PTGS2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0090276,regulation of peptide hormone secretion,-4.2,-2.9,0.05502322005640723,6,110,0.05454545454545454,IL6|IRS1|SLC2A2|NR0B2|CAPN10|CHD7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0042752,regulation of circadian rhythm,-4.2,-2.9,0.05502322005640723,5,110,0.045454545454545456,MTOR|GNA11|GNAQ|NONO|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0019229,regulation of vasoconstriction,-4.2,-2.9,0.05502322005640723,4,110,0.03636363636363636,CAV1|ACE|EDN1|MAP2K1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0003272,endocardial cushion formation,-4.2,-2.9,0.05502322005640723,3,110,0.02727272727272727,ENG|SMAD4|NOTCH1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0061437,renal system vasculature development,-4.2,-2.9,0.05502322005640723,3,110,0.02727272727272727,EDN1|NOTCH1|PKD2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0061440,kidney vasculature development,-4.2,-2.9,0.05502322005640723,3,110,0.02727272727272727,EDN1|NOTCH1|PKD2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1903376,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,-4.2,-2.9,0.05502322005640723,3,110,0.02727272727272727,CTNNB1|IL10|NONO,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0038084,vascular endothelial growth factor signaling pathway,-4.2,-2.9,0.05502322005640723,3,110,0.02727272727272727,KDR|PIK3CA|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
