Category,Description,LogP,Log(q-value),#GeneInGOAndHitList,#GeneInHitList,Hits,CategoryID,GO,Enrichment,FDR,Significant_FDR_0_05,GeneID,LogQ,Count,HitListN,GeneRatio,MinusLog10FDR
GO Biological Processes,regulation of lymphocyte activation,-3.5,-2.3,8,116,ACTB|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4|TNFAIP3,19,GO:0051249,4.7,0.005011872336272725,TRUE,60|857|2475|3569|3586|5781|6597|7128,-2.3,8,116,0.06896551724137931,2.3
GO Biological Processes,memory,-3.5,-2.3,4,116,APOE|APP|MAPT|ADNP,19,GO:0007613,12,0.005011872336272725,TRUE,348|351|4137|23394,-2.3,4,116,0.034482758620689655,2.3
GO Biological Processes,left/right pattern formation,-3.5,-2.3,4,116,ENG|NOTCH1|PKD2|NPHP3,19,GO:0060972,12,0.005011872336272725,TRUE,2022|4851|5311|27031,-2.3,4,116,0.034482758620689655,2.3
GO Biological Processes,regulation of nucleotide metabolic process,-3.5,-2.3,4,116,APP|MTOR|MAP2K1|VCP,19,GO:0006140,12,0.005011872336272725,TRUE,351|2475|5604|7415,-2.3,4,116,0.034482758620689655,2.3
GO Biological Processes,regulation of purine nucleotide metabolic process,-3.5,-2.3,4,116,APP|MTOR|MAP2K1|VCP,19,GO:1900542,12,0.005011872336272725,TRUE,351|2475|5604|7415,-2.3,4,116,0.034482758620689655,2.3
GO Biological Processes,regulation of morphogenesis of a branching structure,-3.5,-2.3,3,116,CTNNB1|CTNND1|VEGFA,19,GO:0060688,22,0.005011872336272725,TRUE,1499|1500|7422,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,glial cell activation,-3.5,-2.3,3,116,APP|GRN|MAPT,19,GO:0061900,22,0.005011872336272725,TRUE,351|2896|4137,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,positive regulation of transcription by RNA polymerase I,-3.5,-2.3,3,116,MTOR|SMARCA4|EIF2AK3,19,GO:0045943,22,0.005011872336272725,TRUE,2475|6597|9451,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,defense response to other organism,-3.5,-2.3,10,116,ADAR|APP|CSF1R|EDN1|F12|CFH|PPARG|RAF1|TBK1|NCF1,19,GO:0098542,3.8,0.005011872336272725,TRUE,103|351|1436|1906|2161|3075|5468|5894|29110|653361,-2.3,10,116,0.08620689655172414,2.3
GO Biological Processes,regulation of stress fiber assembly,-3.4,-2.3,4,116,APOA1|LIMK1|TGFBR1|TSC1,19,GO:0051492,12,0.005011872336272725,TRUE,335|3984|7046|7248,-2.3,4,116,0.034482758620689655,2.3
GO Biological Processes,regulation of immune effector process,-3.4,-2.3,7,116,APOA1|APOA2|GRN|CFH|IL6|IL10|NCF1,19,GO:0002697,5.3,0.005011872336272725,TRUE,335|336|2896|3075|3569|3586|653361,-2.3,7,116,0.0603448275862069,2.3
GO Biological Processes,regulation of T cell activation,-3.4,-2.3,7,116,ACTB|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4,19,GO:0050863,5.3,0.005011872336272725,TRUE,60|857|2475|3569|3586|5781|6597,-2.3,7,116,0.0603448275862069,2.3
GO Biological Processes,positive regulation of autophagy,-3.4,-2.3,5,116,KDR|MAP2K1|TSC2|SQSTM1|TBK1,19,GO:0010508,8.3,0.005011872336272725,TRUE,3791|5604|7249|8878|29110,-2.3,5,116,0.04310344827586207,2.3
GO Biological Processes,cell surface receptor signaling pathway via STAT,-3.4,-2.3,4,116,IL6|IL10|PKD2|STAMBP,19,GO:0097696,12,0.005011872336272725,TRUE,3569|3586|5311|10617,-2.3,4,116,0.034482758620689655,2.3
GO Biological Processes,positive regulation of cell migration involved in sprouting angiogenesis,-3.4,-2.3,3,116,KDR|PTGS2|VEGFA,19,GO:0090050,21,0.005011872336272725,TRUE,3791|5743|7422,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,peptidyl-serine phosphorylation,-3.4,-2.3,3,116,MAP2K2|TGFBR1|TBK1,19,GO:0018105,21,0.005011872336272725,TRUE,5605|7046|29110,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,T cell costimulation,-3.4,-2.3,3,116,CAV1|MTOR|PTPN11,19,GO:0031295,21,0.005011872336272725,TRUE,857|2475|5781,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,miRNA processing,-3.4,-2.3,3,116,ADAR|HNRNPA2B1|DROSHA,19,GO:0035196,21,0.005011872336272725,TRUE,103|3181|29102,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,host-mediated activation of viral process,-3.4,-2.3,3,116,APOE|CSF1R|SMARCA4,19,GO:0044794,21,0.005011872336272725,TRUE,348|1436|6597,-2.3,3,116,0.02586206896551724,2.3
GO Biological Processes,response to xenobiotic stimulus,-3.4,-2.3,7,116,CPS1|CTNNB1|DRD3|EDN1|FBN1|IL10|KCNQ1,19,GO:0009410,5.3,0.005011872336272725,TRUE,1373|1499|1814|1906|2200|3586|3784,-2.3,7,116,0.0603448275862069,2.3
GO Biological Processes,roof of mouth development,-3.4,-2.2,3,116,SMAD4|TGFBR1|CHD7,19,GO:0060021,21,0.00630957344480193,TRUE,4089|7046|55636,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,regulation of extrinsic apoptotic signaling pathway via death domain receptors,-3.4,-2.2,3,116,GPX1|SERPINE1|TNFAIP3,19,GO:1902041,21,0.00630957344480193,TRUE,2876|5054|7128,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,lymphocyte costimulation,-3.4,-2.2,3,116,CAV1|MTOR|PTPN11,19,GO:0031294,21,0.00630957344480193,TRUE,857|2475|5781,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,regulation of bone resorption,-3.4,-2.2,3,116,CSF1R|IL6|TNFAIP3,19,GO:0045124,21,0.00630957344480193,TRUE,1436|3569|7128,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,cardiac chamber morphogenesis,-3.4,-2.2,4,116,ENG|SMAD4|NOTCH1|TGFBR1,19,GO:0003206,11,0.00630957344480193,TRUE,2022|4089|4851|7046,-2.2,4,116,0.034482758620689655,2.2
GO Biological Processes,determination of bilateral symmetry,-3.4,-2.2,4,116,ENG|NOTCH1|PKD2|NPHP3,19,GO:0009855,11,0.00630957344480193,TRUE,2022|4851|5311|27031,-2.2,4,116,0.034482758620689655,2.2
GO Biological Processes,specification of symmetry,-3.4,-2.2,4,116,ENG|NOTCH1|PKD2|NPHP3,19,GO:0009799,11,0.00630957344480193,TRUE,2022|4851|5311|27031,-2.2,4,116,0.034482758620689655,2.2
GO Biological Processes,regulation of synapse assembly,-3.4,-2.2,5,116,APP|CHD4|CTNNB1|SIGMAR1|ADNP,19,GO:0051963,8,0.00630957344480193,TRUE,351|1108|1499|10280|23394,-2.2,5,116,0.04310344827586207,2.2
GO Biological Processes,response to angiotensin,-3.4,-2.2,3,116,CAV1|ACE|NONO,19,GO:1990776,20,0.00630957344480193,TRUE,857|1636|4841,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,peptidyl-serine modification,-3.4,-2.2,3,116,MAP2K2|TGFBR1|TBK1,19,GO:0018209,20,0.00630957344480193,TRUE,5605|7046|29110,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,regulation of homotypic cell-cell adhesion,-3.4,-2.2,3,116,CTNNB1|IL6|MAP2K1,19,GO:0034110,20,0.00630957344480193,TRUE,1499|3569|5604,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,positive regulation of D-glucose transmembrane transport,-3.4,-2.2,3,116,IRS1|PTPN11|CAPN10,19,GO:0010828,20,0.00630957344480193,TRUE,3667|5781|11132,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,positive regulation of steroid metabolic process,-3.4,-2.2,3,116,APOA1|APOE|MAPK1,19,GO:0045940,20,0.00630957344480193,TRUE,335|348|5594,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,regulation of chondrocyte differentiation,-3.3,-2.2,3,116,EFEMP1|PTPN11|TGFBR1,19,GO:0032330,20,0.00630957344480193,TRUE,2202|5781|7046,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,cellular response to fatty acid,-3.3,-2.2,3,116,CPS1|EDN1|IRS1,19,GO:0071398,20,0.00630957344480193,TRUE,1373|1906|3667,-2.2,3,116,0.02586206896551724,2.2
GO Biological Processes,establishment of organelle localization,-3.3,-2.2,6,116,DCTN1|GJA1|GNAQ|LMNA|MAPT|MAP2K1,19,GO:0051656,6.1,0.00630957344480193,TRUE,1639|2697|2776|4000|4137|5604,-2.2,6,116,0.05172413793103448,2.2
GO Biological Processes,establishment or maintenance of cell polarity,-3.3,-2.2,5,116,ACTB|DCTN1|GJA1|LMNA|PTK2,19,GO:0007163,7.8,0.00630957344480193,TRUE,60|1639|2697|4000|5747,-2.2,5,116,0.04310344827586207,2.2
GO Biological Processes,homeostasis of number of cells,-3.3,-2.1,5,116,IL6|KCNQ1|NOTCH1|TNFAIP3|VEGFA,19,GO:0048872,7.7,0.007943282347242814,TRUE,3569|3784|4851|7128|7422,-2.1,5,116,0.04310344827586207,2.1
GO Biological Processes,cell communication involved in cardiac conduction,-3.3,-2.1,3,116,GJA1|KCNQ1|SLC8A1,19,GO:0086065,19,0.007943282347242814,TRUE,2697|3784|6546,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,negative regulation of SMAD protein signal transduction,-3.3,-2.1,3,116,ENG|PPARG|EMILIN1,19,GO:0060392,19,0.007943282347242814,TRUE,2022|5468|11117,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,negative regulation of synaptic transmission,-3.3,-2.1,3,116,CTNNB1|DRD3|ADNP,19,GO:0050805,19,0.007943282347242814,TRUE,1499|1814|23394,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,positive regulation of chromosome organization,-3.3,-2.1,4,116,CTNNB1|HNRNPA1|HNRNPA2B1|MAPK1,19,GO:2001252,11,0.007943282347242814,TRUE,1499|3178|3181|5594,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,regulation of chemokine production,-3.3,-2.1,4,116,APP|CSF1R|IL6|IL10,19,GO:0032642,11,0.007943282347242814,TRUE,351|1436|3569|3586,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,regulation of cytokine production involved in immune response,-3.3,-2.1,4,116,APOA1|APOA2|IL6|IL10,19,GO:0002718,11,0.007943282347242814,TRUE,335|336|3569|3586,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,regulation of protein ubiquitination,-3.3,-2.1,5,116,CAV1|CTNNB1|TGFBR1|TNFAIP3|SQSTM1,19,GO:0031396,7.6,0.007943282347242814,TRUE,857|1499|7046|7128|8878,-2.1,5,116,0.04310344827586207,2.1
GO Biological Processes,regulation of protein stability,-3.3,-2.1,7,116,APOA1|APOA2|CTNND1|MTOR|GNAQ|GRN|TSC1,19,GO:0031647,5,0.007943282347242814,TRUE,335|336|1500|2475|2776|2896|7248,-2.1,7,116,0.0603448275862069,2.1
GO Biological Processes,actin filament-based movement,-3.3,-2.1,4,116,ACTC1|GJA1|KCNQ1|PIK3CA,19,GO:0030048,11,0.007943282347242814,TRUE,70|2697|3784|5290,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,leukocyte activation involved in immune response,-3.3,-2.1,5,116,MTOR|GNAQ|GRN|IL6|IL10,19,GO:0002366,7.6,0.007943282347242814,TRUE,2475|2776|2896|3569|3586,-2.1,5,116,0.04310344827586207,2.1
GO Biological Processes,endocardial cushion development,-3.3,-2.1,3,116,ENG|SMAD4|NOTCH1,19,GO:0003197,19,0.007943282347242814,TRUE,2022|4089|4851,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,positive regulation of SMAD protein signal transduction,-3.3,-2.1,3,116,ENG|SMAD4|TGFBR1,19,GO:0060391,19,0.007943282347242814,TRUE,2022|4089|7046,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,regulation of acute inflammatory response,-3.3,-2.1,3,116,F12|IL6|PTGS2,19,GO:0002673,19,0.007943282347242814,TRUE,2161|3569|5743,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,regulation of heart rate by cardiac conduction,-3.3,-2.1,3,116,CAV1|ACE|KCNQ1,19,GO:0086091,19,0.007943282347242814,TRUE,857|1636|3784,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,regulation of collagen biosynthetic process,-3.3,-2.1,3,116,IL6|NOTCH1|EMILIN1,19,GO:0032965,19,0.007943282347242814,TRUE,3569|4851|11117,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,regulation of long-term synaptic potentiation,-3.3,-2.1,3,116,APOE|APP|SQSTM1,19,GO:1900271,19,0.007943282347242814,TRUE,348|351|8878,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,modulation of chemical synaptic transmission,-3.3,-2.1,8,116,APOE|APP|CTNNB1|ACE|DRD3|MAPT|SQSTM1|ADNP,19,GO:0050804,4.3,0.007943282347242814,TRUE,348|351|1499|1636|1814|4137|8878|23394,-2.1,8,116,0.06896551724137931,2.1
GO Biological Processes,pattern specification process,-3.3,-2.1,6,116,ACVR2B|ENG|NOTCH1|PKD2|TGFBR1|NPHP3,19,GO:0007389,5.9,0.007943282347242814,TRUE,93|2022|4851|5311|7046|27031,-2.1,6,116,0.05172413793103448,2.1
GO Biological Processes,regulation of muscle contraction,-3.3,-2.1,5,116,CAV1|EDN1|KCNQ1|MAP2K1|SLC8A1,19,GO:0006937,7.5,0.007943282347242814,TRUE,857|1906|3784|5604|6546,-2.1,5,116,0.04310344827586207,2.1
GO Biological Processes,alpha-beta T cell activation,-3.3,-2.1,4,116,MTOR|IL6|IL10|TBK1,19,GO:0046631,11,0.007943282347242814,TRUE,2475|3569|3586|29110,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,regulation of trans-synaptic signaling,-3.3,-2.1,8,116,APOE|APP|CTNNB1|ACE|DRD3|MAPT|SQSTM1|ADNP,19,GO:0099177,4.3,0.007943282347242814,TRUE,348|351|1499|1636|1814|4137|8878|23394,-2.1,8,116,0.06896551724137931,2.1
GO Biological Processes,regulation of mitotic cell cycle,-3.2,-2.1,8,116,ACTB|APP|CTNNB1|DRD3|EDN1|IL10|PKD2|SMARCA4,19,GO:0007346,4.3,0.007943282347242814,TRUE,60|351|1499|1814|1906|3586|5311|6597,-2.1,8,116,0.06896551724137931,2.1
GO Biological Processes,unsaturated fatty acid metabolic process,-3.2,-2.1,4,116,ALOX5|GPX1|PTGS2|SIGMAR1,19,GO:0033559,11,0.007943282347242814,TRUE,240|2876|5743|10280,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,eye morphogenesis,-3.2,-2.1,4,116,FBN1|FBN2|EFEMP1|VEGFA,19,GO:0048592,11,0.007943282347242814,TRUE,2200|2201|2202|7422,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,positive regulation of protein serine/threonine kinase activity,-3.2,-2.1,3,116,FGFR1|MAP2K1|MAP2K2,19,GO:0071902,18,0.007943282347242814,TRUE,2260|5604|5605,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,fibroblast growth factor receptor signaling pathway,-3.2,-2.1,3,116,FGFR1|PTPN11|FGFRL1,19,GO:0008543,18,0.007943282347242814,TRUE,2260|5781|53834,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,regulation of actin filament bundle assembly,-3.2,-2.1,4,116,APOA1|LIMK1|TGFBR1|TSC1,19,GO:0032231,10,0.007943282347242814,TRUE,335|3984|7046|7248,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,defense response to Gram-negative bacterium,-3.2,-2.1,4,116,APP|IL6|SERPINE1|DROSHA,19,GO:0050829,10,0.007943282347242814,TRUE,351|3569|5054|29102,-2.1,4,116,0.034482758620689655,2.1
GO Biological Processes,vasodilation,-3.2,-2.1,3,116,CPS1|FBN1|PTPN11,19,GO:0042311,18,0.007943282347242814,TRUE,1373|2200|5781,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,cellular response to fluid shear stress,-3.2,-2.1,3,116,MTOR|PKD2|PTK2,19,GO:0071498,18,0.007943282347242814,TRUE,2475|5311|5747,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,mononuclear cell proliferation,-3.2,-2.1,3,116,ACE|GJA1|IL10,19,GO:0032943,18,0.007943282347242814,TRUE,1636|2697|3586,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,positive regulation of DNA biosynthetic process,-3.2,-2.1,3,116,CTNNB1|HNRNPA1|VEGFA,19,GO:2000573,18,0.007943282347242814,TRUE,1499|3178|7422,-2.1,3,116,0.02586206896551724,2.1
GO Biological Processes,regulation of neuron projection development,-3.2,-2.1,7,116,APOE|GRN|LIMK1|MAPT|VEGFA|ADNP|KIDINS220,19,GO:0010975,4.9,0.007943282347242814,TRUE,348|2896|3984|4137|7422|23394|57498,-2.1,7,116,0.0603448275862069,2.1
GO Biological Processes,regulation of monoatomic ion transport,-3.2,-2,7,116,CAV1|CTNNB1|DRD3|EDN1|KCNQ1|PKD2|SLC8A1,19,GO:0043269,4.8,0.01,TRUE,857|1499|1814|1906|3784|5311|6546,-2,7,116,0.0603448275862069,2
GO Biological Processes,regulation of steroid metabolic process,-3.2,-2,4,116,APOA1|APOE|EPHX2|MAPK1,19,GO:0019218,10,0.01,TRUE,335|348|2053|5594,-2,4,116,0.034482758620689655,2
GO Biological Processes,intercellular transport,-3.2,-2,10,116,ADAR|DCTN1|HNRNPA1|HNRNPA2B1|NOTCH1|PKD2|TSC2|VCP|SQSTM1|IPO8,19,GO:0010496,3.5,0.01,TRUE,103|1639|3178|3181|4851|5311|7249|7415|8878|10526,-2,10,116,0.08620689655172414,2
GO Biological Processes,regulation of hemopoiesis,-3.2,-2,7,116,ACTB|CASP8|FBN1|MTOR|IL10|SMARCA4|KAT6A,19,GO:1903706,4.8,0.01,TRUE,60|841|2200|2475|3586|6597|7994,-2,7,116,0.0603448275862069,2
GO Biological Processes,regulation of bone remodeling,-3.2,-2,3,116,CSF1R|IL6|TNFAIP3,19,GO:0046850,18,0.01,TRUE,1436|3569|7128,-2,3,116,0.02586206896551724,2
GO Biological Processes,regulation of transcription by RNA polymerase I,-3.2,-2,3,116,MTOR|SMARCA4|EIF2AK3,19,GO:0006356,18,0.01,TRUE,2475|6597|9451,-2,3,116,0.02586206896551724,2
GO Biological Processes,sterol metabolic process,-3.2,-2,4,116,APOA1|APOB|APOE|NR0B2,19,GO:0016125,10,0.01,TRUE,335|338|348|8431,-2,4,116,0.034482758620689655,2
GO Biological Processes,nephron development,-3.2,-2,4,116,EDN1|SMAD4|NOTCH1|PKD2,19,GO:0072006,10,0.01,TRUE,1906|4089|4851|5311,-2,4,116,0.034482758620689655,2
GO Biological Processes,phospholipid transport,-3.2,-2,4,116,APOA1|APOA2|APOE|MTTP,19,GO:0015914,10,0.01,TRUE,335|336|348|4547,-2,4,116,0.034482758620689655,2
GO Biological Processes,regulation of axonogenesis,-3.2,-2,4,116,LIMK1|MAPT|VEGFA|ADNP,19,GO:0050770,10,0.01,TRUE,3984|4137|7422|23394,-2,4,116,0.034482758620689655,2
GO Biological Processes,regulation of lipid storage,-3.1,-2,3,116,APOB|IL6|PPARG,19,GO:0010883,17,0.01,TRUE,338|3569|5468,-2,3,116,0.02586206896551724,2
GO Biological Processes,response to nicotine,-3.1,-2,3,116,EDN1|GPX1|MAPK1,19,GO:0035094,17,0.01,TRUE,1906|2876|5594,-2,3,116,0.02586206896551724,2
GO Biological Processes,semaphorin-plexin signaling pathway,-3.1,-2,3,116,EDN1|KDR|MET,19,GO:0071526,17,0.01,TRUE,1906|3791|4233,-2,3,116,0.02586206896551724,2
GO Biological Processes,regulation of stem cell proliferation,-3.1,-2,3,116,ACE|GJA1|TGFBR1,19,GO:0072091,17,0.01,TRUE,1636|2697|7046,-2,3,116,0.02586206896551724,2
GO Biological Processes,alpha-beta T cell activation involved in immune response,-3.1,-2,3,116,MTOR|IL6|IL10,19,GO:0002287,17,0.01,TRUE,2475|3569|3586,-2,3,116,0.02586206896551724,2
GO Biological Processes,T cell differentiation involved in immune response,-3.1,-2,3,116,MTOR|IL6|IL10,19,GO:0002292,17,0.01,TRUE,2475|3569|3586,-2,3,116,0.02586206896551724,2
GO Biological Processes,regulation of interleukin-8 production,-3.1,-2,4,116,APOA2|IL6|IL10|SERPINE1,19,GO:0032677,10,0.01,TRUE,336|3569|3586|5054,-2,4,116,0.034482758620689655,2
GO Biological Processes,negative regulation of protein transport,-3.1,-2,4,116,APOE|DRD3|IDH2|IRS1,19,GO:0051224,10,0.01,TRUE,348|1814|3418|3667,-2,4,116,0.034482758620689655,2
GO Biological Processes,positive regulation of secretion by cell,-3.1,-2,6,116,EDN1|GNAQ|PPARG|SLC2A2|NR0B2|CAPN10,19,GO:1903532,5.6,0.01,TRUE,1906|2776|5468|6514|8431|11132,-2,6,116,0.05172413793103448,2
GO Biological Processes,intracellular receptor signaling pathway,-3.1,-2,5,116,ESR1|NR3C1|PPARG|TNFAIP3|TBK1,19,GO:0030522,7.1,0.01,TRUE,2099|2908|5468|7128|29110,-2,5,116,0.04310344827586207,2
GO Biological Processes,regulation of collagen metabolic process,-3.1,-2,3,116,IL6|NOTCH1|EMILIN1,19,GO:0010712,17,0.01,TRUE,3569|4851|11117,-2,3,116,0.02586206896551724,2
GO Biological Processes,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,-3.1,-2,3,116,CTNNB1|IL10|NONO,19,GO:1902175,17,0.01,TRUE,1499|3586|4841,-2,3,116,0.02586206896551724,2
GO Biological Processes,positive regulation of receptor signaling pathway via JAK-STAT,-3.1,-2,3,116,IL6|IL10|NOTCH1,19,GO:0046427,17,0.01,TRUE,3569|3586|4851,-2,3,116,0.02586206896551724,2
GO Biological Processes,cellular response to osmotic stress,-3.1,-2,3,116,MTOR|PKD2|PTGS2,19,GO:0071470,17,0.01,TRUE,2475|5311|5743,-2,3,116,0.02586206896551724,2
GO Biological Processes,positive regulation of protein-containing complex assembly,-3.1,-2,5,116,DCTN1|MAPT|VCP|VEGFA|PIEZO1,19,GO:0031334,7,0.01,TRUE,1639|4137|7415|7422|9780,-2,5,116,0.04310344827586207,2
GO Biological Processes,positive regulation of apoptotic signaling pathway,-3.1,-2,4,116,APP|CAV1|PPARG|TGFBR1,19,GO:2001235,9.8,0.01,TRUE,351|857|5468|7046,-2,4,116,0.034482758620689655,2
GO Biological Processes,negative regulation of immune effector process,-3.1,-2,4,116,APOA1|APOA2|GRN|IL10,19,GO:0002698,9.8,0.01,TRUE,335|336|2896|3586,-2,4,116,0.034482758620689655,2
GO Biological Processes,fatty acid metabolic process,-3.1,-2,6,116,ALOX5|GPX1|PPARG|PTGS2|SIGMAR1|ACOT2,19,GO:0006631,5.6,0.01,TRUE,240|2876|5468|5743|10280|10965,-2,6,116,0.05172413793103448,2
GO Biological Processes,regulation of tumor necrosis factor production,-3.1,-2,5,116,APP|IL6|IL10|PTPN11|TNFAIP3,19,GO:0032680,7,0.01,TRUE,351|3569|3586|5781|7128,-2,5,116,0.04310344827586207,2
GO Biological Processes,export from cell,-3.1,-2,7,116,EDN1|GJA1|GNAQ|IL6|KCNQ1|MTTP|SLC8A1,19,GO:0140352,4.7,0.01,TRUE,1906|2697|2776|3569|3784|4547|6546,-2,7,116,0.0603448275862069,2
GO Biological Processes,regulation of cell shape,-3.1,-2,4,116,CSF1R|KDR|PTK2|VEGFA,19,GO:0008360,9.7,0.01,TRUE,1436|3791|5747|7422,-2,4,116,0.034482758620689655,2
GO Biological Processes,cellular response to catecholamine stimulus,-3.1,-2,3,116,APP|DRD3|GNA11,19,GO:0071870,17,0.01,TRUE,351|1814|2767,-2,3,116,0.02586206896551724,2
GO Biological Processes,cellular response to nerve growth factor stimulus,-3.1,-2,3,116,APP|MAPT|KIDINS220,19,GO:1990090,17,0.01,TRUE,351|4137|57498,-2,3,116,0.02586206896551724,2
GO Biological Processes,response to amino acid,-3.1,-2,4,116,CPS1|EDN1|MTOR|PIK3CA,19,GO:0043200,9.6,0.01,TRUE,1373|1906|2475|5290,-2,4,116,0.034482758620689655,2
GO Biological Processes,icosanoid metabolic process,-3.1,-1.9,4,116,ALOX5|GPX1|PTGS2|SIGMAR1,19,GO:0006690,9.5,0.012589254117941675,TRUE,240|2876|5743|10280,-1.9,4,116,0.034482758620689655,1.9
GO Biological Processes,icosanoid biosynthetic process,-3.1,-1.9,3,116,ALOX5|PTGS2|SIGMAR1,19,GO:0046456,16,0.012589254117941675,TRUE,240|5743|10280,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,response to acetylcholine,-3.1,-1.9,3,116,FBN1|GNA11|GNAQ,19,GO:1905144,16,0.012589254117941675,TRUE,2200|2767|2776,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,response to catecholamine,-3.1,-1.9,3,116,APP|DRD3|GNA11,19,GO:0071869,16,0.012589254117941675,TRUE,351|1814|2767,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,regulation of tumor necrosis factor superfamily cytokine production,-3.1,-1.9,5,116,APP|IL6|IL10|PTPN11|TNFAIP3,19,GO:1903555,6.8,0.012589254117941675,TRUE,351|3569|3586|5781|7128,-1.9,5,116,0.04310344827586207,1.9
GO Biological Processes,regulation of lipid biosynthetic process,-3.1,-1.9,5,116,APOE|EDN1|MTOR|MAPK1|PTGS2,19,GO:0046890,6.8,0.012589254117941675,TRUE,348|1906|2475|5594|5743,-1.9,5,116,0.04310344827586207,1.9
GO Biological Processes,cell maturation,-3.1,-1.9,4,116,APP|EDN1|PPARG|VEGFA,19,GO:0048469,9.4,0.012589254117941675,TRUE,351|1906|5468|7422,-1.9,4,116,0.034482758620689655,1.9
GO Biological Processes,intracellular glucose homeostasis,-3.1,-1.9,4,116,GPX1|SMAD4|PIK3R2|NCF1,19,GO:0001678,9.4,0.012589254117941675,TRUE,2876|4089|5296|653361,-1.9,4,116,0.034482758620689655,1.9
GO Biological Processes,regulation of leukocyte differentiation,-3,-1.9,6,116,ACTB|CASP8|FBN1|MTOR|IL10|SMARCA4,19,GO:1902105,5.4,0.012589254117941675,TRUE,60|841|2200|2475|3586|6597,-1.9,6,116,0.05172413793103448,1.9
GO Biological Processes,regulation of glial cell differentiation,-3,-1.9,3,116,DRD3|IL6|NOTCH1,19,GO:0045685,16,0.012589254117941675,TRUE,1814|3569|4851,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,regulation of D-glucose import across plasma membrane,-3,-1.9,3,116,IRS1|PTPN11|CAPN10,19,GO:0046324,16,0.012589254117941675,TRUE,3667|5781|11132,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,cardiac muscle cell contraction,-3,-1.9,3,116,GJA1|KCNQ1|PIK3CA,19,GO:0086003,16,0.012589254117941675,TRUE,2697|3784|5290,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,cellular response to monoamine stimulus,-3,-1.9,3,116,APP|DRD3|GNA11,19,GO:0071868,16,0.012589254117941675,TRUE,351|1814|2767,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,cardiac muscle cell development,-3,-1.9,3,116,ACTC1|SLC8A1|VEGFA,19,GO:0055013,16,0.012589254117941675,TRUE,70|6546|7422,-1.9,3,116,0.02586206896551724,1.9
GO Biological Processes,regeneration,-3,-1.9,4,116,IL6|IL10|NOTCH1|NR0B2,19,GO:0031099,9.4,0.012589254117941675,TRUE,3569|3586|4851|8431,-1.9,4,116,0.034482758620689655,1.9
GO Biological Processes,negative regulation of protein modification process,-3,-1.9,5,116,ADAR|CAV1|CTNNB1|TNFAIP3|SQSTM1,19,GO:0031400,6.7,0.012589254117941675,TRUE,103|857|1499|7128|8878,-1.9,5,116,0.04310344827586207,1.9
