Category,CategoryID,GO,Description,LogP,Enrichment,#GeneInGOAndHitList,#GeneInHitList,Hits,Log(q-value),GeneID,Source,FDR,Significant_FDR_0_05
GO Biological Processes,19,GO:0071375,cellular response to peptide hormone stimulus,-14,16,16,116,CAV1|CPS1|ACE|EDN1|FBN1|MTOR|HRAS|IRS1|NONO|PIK3CA|PIK3R2|PPARG|MAPK1|PTK2|RAF1|CAPN10,-12,857|1373|1636|1906|2200|2475|3265|3667|4841|5290|5296|5468|5594|5747|5894|11132,Metascape session t_e1w6klz,6.14421235332821e-6,TRUE
GO Biological Processes,19,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,-14,12,18,116,CSF1R|CTNNB1|EFEMP1|FGFR1|HRAS|IRS1|KDR|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTK2|PTPN11|RAF1|VEGFA|EIF2AK3|FGFRL1,-12,1436|1499|2202|2260|3265|3667|3791|4233|5290|5296|5594|5604|5747|5781|5894|7422|9451|53834,Metascape session t_e1w6klz,6.14421235332821e-6,TRUE
GO Biological Processes,19,GO:0032870,cellular response to hormone stimulus,-14,10,20,116,CAV1|CPS1|ACE|EDN1|ESR1|FBN1|MTOR|GNAQ|NR3C1|HRAS|IRS1|NONO|NOTCH1|PIK3CA|PIK3R2|PPARG|MAPK1|PTK2|RAF1|CAPN10,-12,857|1373|1636|1906|2099|2200|2475|2776|2908|3265|3667|4841|4851|5290|5296|5468|5594|5747|5894|11132,Metascape session t_e1w6klz,6.14421235332821e-6,TRUE
KEGG Pathway,24,hsa05010,Alzheimer disease,-14,12,18,116,APOE|APP|CASP8|CTNNB1|MTOR|GNAQ|HRAS|IL6|IRS1|MAPT|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTGS2|RAF1|EIF2AK3,-12,348|351|841|1499|2475|2776|3265|3569|3667|4137|5290|5296|5594|5604|5605|5743|5894|9451,Metascape session t_e1w6klz,6.14421235332821e-6,TRUE
Reactome Gene Sets,6,R-HSA-194138,Signaling by VEGF,-14,29,12,116,ACTB|CAV1|CTNNB1|CTNND1|MTOR|HRAS|KDR|PIK3CA|PIK3R2|PTK2|VEGFA|NCF1,-11,60|857|1499|1500|2475|3265|3791|5290|5296|5747|7422|653361,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
Canonical Pathways,11,M48,PID MET PATHWAY,-14,37,11,116,CTNNB1|MTOR|HRAS|MET|PIK3CA|MAPK1|MAP2K1|MAP2K2|PTK2|PTPN11|RAF1,-11,1499|2475|3265|4233|5290|5594|5604|5605|5747|5781|5894,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,-14,7.9,23,116,ACTB|ALOX5|APP|CASP8|CSF1R|HNRNPA2B1|HRAS|IL6|IL10|IRS1|MAPT|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTGS2|PTPN11|RAF1|SMARCA4|VEGFA|SQSTM1|EIF2AK3|TBK1,-11,60|240|351|841|1436|3181|3265|3569|3586|3667|4137|5290|5296|5594|5604|5743|5781|5894|6597|7422|8878|9451|29110,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
Canonical Pathways,11,M100,PID SHP2 PATHWAY,-14,46,10,116,HRAS|IL6|IRS1|KDR|PIK3CA|MAP2K1|MAP2K2|PTPN11|RAF1|VEGFA,-11,3265|3569|3667|3791|5290|5604|5605|5781|5894|7422,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
WikiPathways,27,WP2263,Androgen receptor network in prostate cancer,-14,28,12,116,CASP8|MTOR|HRAS|PIK3CA|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|SMARCA4|TSC1|TSC2,-11,841|2475|3265|5290|5594|5604|5605|5781|5894|6597|7248|7249,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
GO Biological Processes,19,GO:0080164,regulation of nitric oxide metabolic process,-14,44,10,116,APOE|APP|CAV1|EDN1|ESR1|IL10|PKD2|PTGS2|SIGMAR1|ADNP,-11,348|351|857|1906|2099|3586|5311|5743|10280|23394,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,-14,19,14,116,CASP8|CTNNB1|MTOR|HRAS|IL6|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTGS2|RAF1|VEGFA|TBK1,-11,841|1499|2475|3265|3569|5290|5296|5594|5604|5605|5743|5894|7422|29110,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
WikiPathways,27,WP3931,Embryonic stem cell pluripotency pathways,-14,27,12,116,ACVR2B|CTNNB1|FGFR1|MTOR|HRAS|SMAD4|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1,-11,93|1499|2260|2475|3265|4089|5296|5594|5604|5605|5781|5894,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
KEGG Pathway,24,hsa05210,Colorectal cancer,-14,33,11,116,CTNNB1|MTOR|HRAS|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1,-11,1499|2475|3265|4089|5290|5296|5594|5604|5605|5894|7046,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
GO Biological Processes,19,GO:0048568,embryonic organ development,-13,16,15,116,CASP8|CTNNB1|EDN1|ENG|FBN1|FBN2|EFEMP1|KCNQ1|KDR|NOTCH1|PKD2|TGFBR1|VEGFA|NPHP3|CHD7,-11,841|1499|1906|2022|2200|2201|2202|3784|3791|4851|5311|7046|7422|27031|55636,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
KEGG Pathway,24,hsa04935,"Growth hormone synthesis, secretion and action",-13,26,12,116,MTOR|GNA11|GNAQ|HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1,-11,2475|2767|2776|3265|3667|5290|5296|5594|5604|5605|5747|5894,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,-13,9.2,20,116,APP|CASP8|CAV1|CSF1R|EDN1|FGFR1|MTOR|GRN|HRAS|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|MAP2K1|PTGS2|PTK2|TGFBR1|VEGFA,-11,351|841|857|1436|1906|2260|2475|2896|3265|3569|3791|4233|4851|5054|5594|5604|5743|5747|7046|7422,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
GO Biological Processes,19,GO:1903034,regulation of response to wounding,-13,21,13,116,ALOX5|APOE|CAV1|EDN1|F12|MTOR|GRN|HRAS|IL10|SERPINE1|PTK2|TNFAIP3|EMILIN1,-11,240|348|857|1906|2161|2475|2896|3265|3586|5054|5747|7128|11117,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
Canonical Pathways,11,M175,PID ERBB2 ERBB3 PATHWAY,-13,54,9,116,MTOR|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1,-11,2475|3265|5290|5296|5594|5604|5605|5781|5894,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
KEGG Pathway,24,hsa05170,Human immunodeficiency virus 1 infection,-13,17,14,116,CASP8|MTOR|GNA11|GNAQ|HRAS|LIMK1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1|TBK1,-11,841|2475|2767|2776|3265|3984|5290|5296|5594|5604|5605|5747|5894|29110,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
GO Biological Processes,19,GO:0051247,positive regulation of protein metabolic process,-13,7.7,22,116,APOE|APP|CASP8|CAV1|CSF1R|CTNNB1|F12|FGFR1|MTOR|GRN|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1|TNFAIP3|VCP|VEGFA,-11,348|351|841|857|1436|1499|2161|2260|2475|2896|3569|3586|3791|5290|5594|5604|5605|5747|5894|7128|7415|7422,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
GO Biological Processes,19,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,-13,15,15,116,APP|CSF1R|DRD3|ENG|FGFR1|MTOR|IRS1|KDR|PIK3CA|PTK2|PTPN11|TGFBR1|TSC2|VEGFA|STAMBP,-11,351|1436|1814|2022|2260|2475|3667|3791|5290|5747|5781|7046|7249|7422|10617,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,-13,8.8,20,116,APP|CASP8|CAV1|CSF1R|EDN1|FGFR1|MTOR|GRN|HRAS|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|MAP2K1|PTGS2|PTK2|TGFBR1|VEGFA,-11,351|841|857|1436|1906|2260|2475|2896|3265|3569|3791|4233|4851|5054|5594|5604|5743|5747|7046|7422,Metascape session t_e1w6klz,1.670170079024566e-5,TRUE
KEGG Pathway,24,hsa04068,FoxO signaling pathway,-13,24,12,116,HRAS|IL6|IL10|IRS1|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1,-10,3265|3569|3586|3667|4089|5290|5296|5594|5604|5605|5894|7046,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa05211,Renal cell carcinoma,-13,38,10,116,HRAS|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|VEGFA,-10,3265|4233|5290|5296|5594|5604|5605|5781|5894|7422,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa01522,Endocrine resistance,-13,29,11,116,ESR1|MTOR|HRAS|NOTCH1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1,-10,2099|2475|3265|4851|5290|5296|5594|5604|5605|5747|5894,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,-13,10,18,116,ALOX5|APP|CASP8|CSF1R|HNRNPA2B1|IL6|IL10|IRS1|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTGS2|PTPN11|SMARCA4|VEGFA|SQSTM1|TBK1,-10,240|351|841|1436|3181|3569|3586|3667|5290|5296|5594|5604|5743|5781|6597|7422|8878|29110,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
GO Biological Processes,19,GO:0001944,vasculature development,-13,13,16,116,ACVR2B|CASP8|CAV1|CTNND1|EDN1|ENG|FBN1|KDR|NOTCH1|SERPINE1|PIK3CA|PKD2|PTK2|TGFBR1|VEGFA|EIF2AK3,-10,93|841|857|1500|1906|2022|2200|3791|4851|5054|5290|5311|5747|7046|7422|9451,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,-13,8.6,20,116,APP|CASP8|CAV1|CSF1R|EDN1|FGFR1|MTOR|GRN|HRAS|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|MAP2K1|PTGS2|PTK2|TGFBR1|VEGFA,-10,351|841|857|1436|1906|2260|2475|2896|3265|3569|3791|4233|4851|5054|5594|5604|5743|5747|7046|7422,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa05135,Yersinia infection,-13,23,12,116,ACTB|GNAQ|IL6|IL10|LIMK1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|TBK1,-10,60|2776|3569|3586|3984|5290|5296|5594|5604|5605|5747|29110,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa05142,Chagas disease,-13,28,11,116,CASP8|ACE|GNA11|GNAQ|IL6|IL10|SERPINE1|PIK3CA|PIK3R2|MAPK1|TGFBR1,-10,841|1636|2767|2776|3569|3586|5054|5290|5296|5594|7046,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,-13,8.4,20,116,APOE|APP|CAV1|CSF1R|EDN1|FGFR1|HRAS|IL6|KDR|SMAD4|NOTCH1|PIK3R2|PPARG|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|VEGFA|EMILIN1,-10,348|351|857|1436|1906|2260|3265|3569|3791|4089|4851|5296|5468|5594|5604|5605|5781|5894|7422|11117,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,-13,22,12,116,ACTB|ACVR2B|CAV1|CTNNB1|EDN1|KDR|PIK3CA|PIK3R2|PTK2|VEGFA|SQSTM1|NCF1,-10,60|93|857|1499|1906|3791|5290|5296|5747|7422|8878|653361,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,-12,9.9,18,116,APOA1|APOE|CAV1|DCTN1|HRAS|KDR|LIMK1|SMAD4|MAPT|PIK3CA|PTK2|TGFBR1|TSC1|VCP|VEGFA|PIEZO1|EMILIN1|ADNP,-10,335|348|857|1639|3265|3791|3984|4089|4137|5290|5747|7046|7248|7415|7422|9780|11117|23394,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa04550,Signaling pathways regulating pluripotency of stem cells,-12,22,12,116,ACVR2B|CTNNB1|FGFR1|HRAS|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|KAT6A,-10,93|1499|2260|3265|4089|5290|5296|5594|5604|5605|5894|7994,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa05220,Chronic myeloid leukemia,-12,34,10,116,HRAS|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|TGFBR1,-10,3265|4089|5290|5296|5594|5604|5605|5781|5894|7046,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
WikiPathways,27,WP4747,Netrin UNC5B signaling,-12,46,9,116,IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|PTK2|PTPN11|RAF1,-10,3586|3791|5290|5594|5604|5605|5747|5781|5894,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa04014,Ras signaling pathway,-12,16,14,116,CSF1R|FGFR1|HRAS|KDR|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|VEGFA|TBK1,-10,1436|2260|3265|3791|4233|5290|5296|5594|5604|5605|5781|5894|7422|29110,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
WikiPathways,27,WP5490,Inhibition of GNAQ regulated signaling in uveal melanoma,-12,64,8,116,MTOR|GNAQ|PIK3CA|PIK3R2|MAPK1|PTK2|TSC1|TSC2,-10,2475|2776|5290|5296|5594|5747|7248|7249,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
WikiPathways,27,WP5144,NRP1 triggered signaling in pancreatic cancer,-12,45,9,116,KDR|SMAD4|MET|MAPK1|MAP2K1|MAP2K2|PTK2|TGFBR1|VEGFA,-10,3791|4089|4233|5594|5604|5605|5747|7046|7422,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa05224,Breast cancer,-12,21,12,116,CTNNB1|ESR1|FGFR1|MTOR|HRAS|NOTCH1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,-10,1499|2099|2260|2475|3265|4851|5290|5296|5594|5604|5605|5894,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
KEGG Pathway,24,hsa05226,Gastric cancer,-12,21,12,116,CTNNB1|MTOR|HRAS|SMAD4|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1,-10,1499|2475|3265|4089|4233|5290|5296|5594|5604|5605|5894|7046,Metascape session t_e1w6klz,4.5399929762484854e-5,TRUE
WikiPathways,27,WP4666,Hepatitis B infection,-12,21,12,116,CASP8|HRAS|IL6|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|TBK1,-9.9,841|3265|3569|4089|5290|5296|5594|5604|5605|5894|7046|29110,Metascape session t_e1w6klz,5.017468205617528e-5,TRUE
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,-12,8.7,19,116,APP|CSF1R|EDN1|FGFR1|GRN|IL6|KDR|MET|NONO|SERPINE1|MAPK1|PTGS2|PTK2|PTPN11|TNFAIP3|VEGFA|MATR3|EMILIN1|TBK1,-9.9,351|1436|1906|2260|2896|3569|3791|4233|4841|5054|5594|5743|5747|5781|7128|7422|9782|11117|29110,Metascape session t_e1w6klz,5.017468205617528e-5,TRUE
WikiPathways,27,WP306,Focal adhesion,-12,17,13,116,ACTB|CAV1|CTNNB1|HRAS|KDR|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTK2|RAF1|VEGFA,-9.8,60|857|1499|3265|3791|4233|5290|5296|5594|5604|5747|5894|7422,Metascape session t_e1w6klz,5.5451599432176945e-5,TRUE
WikiPathways,27,WP2374,Oncostatin M signaling,-12,42,9,116,MTOR|HRAS|IRS1|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|VEGFA,-9.8,2475|3265|3667|5594|5604|5605|5781|5894|7422,Metascape session t_e1w6klz,5.5451599432176945e-5,TRUE
GO Biological Processes,19,GO:0045428,regulation of nitric oxide biosynthetic process,-12,42,9,116,APOE|APP|CAV1|EDN1|ESR1|IL10|PKD2|PTGS2|SIGMAR1,-9.8,348|351|857|1906|2099|3586|5311|5743|10280,Metascape session t_e1w6klz,5.5451599432176945e-5,TRUE
WikiPathways,27,WP4262,Breast cancer pathway,-12,20,12,116,CTNNB1|ESR1|FGFR1|MTOR|HRAS|NOTCH1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,-9.8,1499|2099|2260|2475|3265|4851|5290|5296|5594|5604|5605|5894,Metascape session t_e1w6klz,5.5451599432176945e-5,TRUE
GO Biological Processes,19,GO:0001568,blood vessel development,-12,13,15,116,ACVR2B|CASP8|CAV1|CTNND1|EDN1|ENG|FBN1|KDR|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|VEGFA|EIF2AK3,-9.7,93|841|857|1500|1906|2022|2200|3791|4851|5054|5311|5747|7046|7422|9451,Metascape session t_e1w6klz,6.128349505322213e-5,TRUE
KEGG Pathway,24,hsa04510,Focal adhesion,-12,17,13,116,ACTB|CAV1|CTNNB1|HRAS|KDR|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTK2|RAF1|VEGFA,-9.7,60|857|1499|3265|3791|4233|5290|5296|5594|5604|5747|5894|7422,Metascape session t_e1w6klz,6.128349505322213e-5,TRUE
WikiPathways,27,WP2571,Polycystic kidney disease pathway,-12,31,10,116,CTNNB1|MTOR|GNA11|GNAQ|HRAS|KDR|PKD2|MAP2K2|TSC1|TSC2,-9.7,1499|2475|2767|2776|3265|3791|5311|5605|7248|7249,Metascape session t_e1w6klz,6.128349505322213e-5,TRUE
WikiPathways,27,WP5437,GNAQ pathways in port wine stain,-12,88,7,116,MTOR|GNAQ|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1,-9.7,2475|2776|5290|5594|5604|5605|5894,Metascape session t_e1w6klz,6.128349505322213e-5,TRUE
WikiPathways,27,WP437,EGF EGFR signaling,-12,20,12,116,CAV1|MTOR|GJA1|HRAS|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|PTPN11|RAF1|STAMBP,-9.7,857|2475|2697|3265|5296|5594|5604|5605|5747|5781|5894|10617,Metascape session t_e1w6klz,6.128349505322213e-5,TRUE
WikiPathways,27,WP481,Insulin signaling,-12,20,12,116,MTOR|HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|TSC1|TSC2,-9.7,2475|3265|3667|5290|5296|5594|5604|5605|5781|5894|7248|7249,Metascape session t_e1w6klz,6.128349505322213e-5,TRUE
WikiPathways,27,WP4816,TGF beta receptor signaling in skeletal dysplasias,-12,40,9,116,CTNNB1|ENG|FBN1|HRAS|SMAD4|SERPINE1|TGFBR1|ADAMTSL2|ZEB2,-9.6,1499|2022|2200|3265|4089|5054|7046|9719|9839,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
WikiPathways,27,WP4239,Epithelial to mesenchymal transition in colorectal cancer,-12,20,12,116,CTNNB1|HRAS|SMAD4|NOTCH1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|ZEB2,-9.6,1499|3265|4089|4851|5290|5296|5594|5604|5605|5894|7046|9839,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
GO Biological Processes,19,GO:2000628,regulation of miRNA metabolic process,-12,30,10,116,APP|ESR1|NR3C1|HRAS|IL6|IL10|SMAD4|PPARG|SMARCA4|VEGFA,-9.6,351|2099|2908|3265|3569|3586|4089|5468|6597|7422,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
WikiPathways,27,WP4263,Pancreatic adenocarcinoma pathway,-12,30,10,116,MTOR|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|VEGFA,-9.6,2475|4089|5290|5296|5594|5604|5605|5894|7046|7422,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
WikiPathways,27,WP5094,Orexin receptor pathway,-12,30,10,116,MTOR|GNA11|GNAQ|IL6|IL10|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11,-9.6,2475|2767|2776|3569|3586|5296|5594|5604|5605|5781,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
KEGG Pathway,24,hsa05161,Hepatitis B,-12,19,12,116,CASP8|HRAS|IL6|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|TBK1,-9.6,841|3265|3569|4089|5290|5296|5594|5604|5605|5894|7046|29110,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
WikiPathways,27,WP5497,Cyclin dependent kinase 4 6 inhibitors in breast cancer,-12,56,8,116,ESR1|MTOR|HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|RAF1,-9.6,2099|2475|3265|3667|5290|5296|5594|5894,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",-12,14,14,116,APOA1|APP|F5|GNA11|GNAQ|ITIH4|SERPINE1|PIK3CA|PIK3R2|MAPK1|PTK2|PTPN11|RAF1|VEGFA,-9.6,335|351|2153|2767|2776|3700|5054|5290|5296|5594|5747|5781|5894|7422,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
GO Biological Processes,19,GO:0031399,regulation of protein modification process,-12,8.3,19,116,ADAR|CAV1|CSF1R|CTNNB1|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|TNFAIP3|VCP|VEGFA|SQSTM1,-9.6,103|857|1436|1499|2260|2475|3569|3586|3791|5290|5594|5604|5605|5894|7046|7128|7415|7422|8878,Metascape session t_e1w6klz,6.77287364908539e-5,TRUE
KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,-12,16,13,116,APOA1|APOB|CASP8|HRAS|IL6|PIK3CA|PIK3R2|PPARG|MAPK1|PTK2|EIF2AK3|TBK1|NCF1,-9.4,335|338|841|3265|3569|5290|5296|5468|5594|5747|9451|29110|653361,Metascape session t_e1w6klz,8.272406555663223e-5,TRUE
GO Biological Processes,19,GO:0009790,embryo development,-12,8.8,18,116,CASP8|CTNNB1|EDN1|ENG|FBN1|FBN2|EFEMP1|FGFR1|KCNQ1|KDR|SMAD4|NOTCH1|PKD2|TGFBR1|TSC2|VEGFA|NPHP3|CHD7,-9.4,841|1499|1906|2022|2200|2201|2202|2260|3784|3791|4089|4851|5311|7046|7249|7422|27031|55636,Metascape session t_e1w6klz,8.272406555663223e-5,TRUE
GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,-12,14,14,116,CASP8|CAV1|CTNND1|EDN1|ENG|FBN1|KDR|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|VEGFA|EIF2AK3,-9.4,841|857|1500|1906|2022|2200|3791|4851|5054|5311|5747|7046|7422|9451,Metascape session t_e1w6klz,8.272406555663223e-5,TRUE
WikiPathways,27,WP4155,Endometrial cancer,-12,38,9,116,CTNNB1|FGFR1|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,-9.4,1499|2260|3265|5290|5296|5594|5604|5605|5894,Metascape session t_e1w6klz,8.272406555663223e-5,TRUE
Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,-12,14,14,116,ACTB|FGFR1|HRAS|IL6|IRS1|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|PTPN11|RAF1,-9.4,60|2260|3265|3569|3667|4233|5290|5296|5594|5604|5605|5747|5781|5894,Metascape session t_e1w6klz,8.272406555663223e-5,TRUE
KEGG Pathway,24,hsa04929,GnRH secretion,-12,37,9,116,GNA11|GNAQ|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,-9.3,2767|2776|3265|5290|5296|5594|5604|5605|5894,Metascape session t_e1w6klz,9.142423147817327e-5,TRUE
WikiPathways,27,WP3915,Angiopoietin like protein 8 regulatory pathway,-11,22,11,116,MTOR|HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TSC1|TSC2,-9.3,2475|3265|3667|5290|5296|5594|5604|5605|5894|7248|7249,Metascape session t_e1w6klz,9.142423147817327e-5,TRUE
GO Biological Processes,19,GO:0061041,regulation of wound healing,-11,22,11,116,ALOX5|APOE|CAV1|EDN1|F12|MTOR|HRAS|SERPINE1|PTK2|TNFAIP3|EMILIN1,-9.2,240|348|857|1906|2161|2475|3265|5054|5747|7128|11117,Metascape session t_e1w6klz,1.0103940183709342e-4,TRUE
KEGG Pathway,24,hsa05208,Chemical carcinogenesis - reactive oxygen species,-11,15,13,116,EPHX2|HRAS|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|PTPN11|RAF1|VEGFA|NCF1,-9.2,2053|3265|4233|5290|5296|5594|5604|5605|5747|5781|5894|7422|653361,Metascape session t_e1w6klz,1.0103940183709342e-4,TRUE
GO Biological Processes,19,GO:0141124,intracellular signaling cassette,-11,7.3,20,116,APOE|APP|EDN1|FGFR1|MTOR|HRAS|IRS1|LIMK1|SMAD4|PIK3CA|PIK3R2|PKD2|MAPK1|MAP2K1|MAP2K2|RAF1|SLC8A1|TSC2|EIF2AK3|TBK1,-9.2,348|351|1906|2260|2475|3265|3667|3984|4089|5290|5296|5311|5594|5604|5605|5894|6546|7249|9451|29110,Metascape session t_e1w6klz,1.0103940183709342e-4,TRUE
WikiPathways,27,WP3668,Hypothesized pathways in pathogenesis of cardiovascular disease,-11,74,7,116,ENG|FBN1|FBN2|SMAD4|SERPINE1|MAPK1|TGFBR1,-9.2,2022|2200|2201|4089|5054|5594|7046,Metascape session t_e1w6klz,1.0103940183709342e-4,TRUE
GO Biological Processes,19,GO:0050921,positive regulation of chemotaxis,-11,22,11,116,APP|CSF1R|EDN1|FGFR1|IL6|KDR|MET|SERPINE1|MAPK1|PTK2|VEGFA,-9.2,351|1436|1906|2260|3569|3791|4233|5054|5594|5747|7422,Metascape session t_e1w6klz,1.0103940183709342e-4,TRUE
